1	1	1	12
2	1	2	12
3	1	3	2
4	1	4	2
5	1	5	8
6	1	6	8
7	1	7	12
8	1	8	12
9	1	9	12
10	1	10	12
11	1	11	14
12	1	11	13
13	1	11	12
14	1	12	14
15	1	12	13
16	1	12	12
17	1	13	14
18	2	13	14
19	2	11	14
20	1	14	14
21	2	14	14
22	1	15	14
23	2	15	14
24	1	16	14
25	2	16	14
26	1	17	14
27	2	17	14
28	1	18	14
29	2	18	14
30	1	19	14
31	2	19	14
32	1	20	14
33	2	20	14
34	1	21	14
35	2	21	14
36	3	22	3
37	4	23	2
38	4	11	2
39	5	0	4
40	4	24	2
41	4	25	2
42	4	15	2
43	4	26	2
44	4	27	2
45	4	13	2
46	4	14	2
47	4	15	3
48	4	23	4
49	4	15	4
50	4	28	4
51	4	29	4
52	4	28	4
53	4	28	4
54	4	23	15
55	4	11	15
56	4	14	15
57	6	30	4
58	6	31	4
59	6	14	15
60	6	27	15
61	6	25	15
62	6	23	15
63	6	15	15
64	6	26	15
65	6	32	15
66	6	33	15
67	6	27	15
68	6	27	15
69	6	27	15
70	6	27	15
71	6	27	15
72	6	27	15
73	6	27	15
74	6	27	15
75	6	11	15
76	6	1	15
77	6	34	15
78	6	35	15
79	6	36	15
80	6	37	15
81	6	38	15
82	6	39	15
83	7	27	15
84	8	27	15
85	9	27	15
86	10	27	15
87	6	27	12
88	6	27	17
89	6	27	18
90	6	27	19
91	6	27	20
92	6	27	21
93	6	27	22
94	11	24	12
95	11	25	12
96	11	23	12
97	11	15	12
98	11	26	12
99	11	27	12
100	11	32	12
101	11	33	12
102	11	40	12
103	11	41	12
104	11	11	12
105	11	42	12
106	11	43	12
107	11	43	15
108	11	44	15
109	11	45	15
110	11	46	15
111	11	47	15
112	11	33	24
113	11	43	24
114	11	47	24
115	11	48	24
116	12	48	24
117	13	48	24
118	14	48	24
119	15	48	24
120	14	48	25
121	14	48	26
122	14	48	23
123	14	48	27
124	14	48	28
125	14	49	24
126	14	50	2
127	14	48	3
128	16	51	3
129	16	52	2
130	16	53	3
131	16	27	2
132	16	26	2
133	16	15	2
134	16	23	2
135	16	25	2
136	16	24	2
137	16	26	3
138	16	54	3
139	16	15	3
140	16	26	4
141	16	54	4
142	134	55	4
143	16	23	4
144	16	25	4
145	17	15	4
146	18	56	3
147	18	57	3
148	18	58	3
149	18	59	3
150	18	60	3
151	18	61	12
152	18	62	12
153	18	63	12
154	18	64	12
155	18	65	12
156	19	51	3
157	20	0	3
158	20	66	3
159	20	24	2
160	20	25	2
161	20	23	2
162	20	15	2
163	20	25	4
164	20	23	4
165	20	15	4
166	20	28	4
167	20	28	3
168	21	12	2
169	21	67	12
170	21	68	9
171	22	69	2
172	22	70	9
173	23	1	12
174	23	9	12
175	23	71	12
176	23	72	12
177	23	73	12
178	23	74	12
179	23	75	12
180	23	76	12
181	40	11	12
182	40	77	12
183	40	78	12
184	40	79	12
185	40	11	29
186	40	80	29
187	40	81	29
188	40	82	29
189	32	83	2
190	32	84	2
191	32	85	2
192	32	86	3
193	32	87	2
194	18	88	4
195	26	24	12
196	26	25	12
197	26	23	12
198	26	15	12
199	26	26	12
200	26	27	12
201	26	89	12
202	26	13	12
203	26	11	12
204	26	14	12
205	27	90	3
206	27	91	3
207	27	92	3
208	18	93	10
209	18	94	12
210	28	95	2
211	28	96	2
212	28	97	2
213	28	98	2
214	28	99	2
215	28	100	2
216	28	101	2
217	28	102	2
218	28	103	2
219	28	104	2
220	28	105	2
221	28	106	1
222	28	107	1
223	29	108	2
224	29	109	2
225	30	110	2
226	30	111	2
227	30	112	2
228	30	113	2
229	18	114	16
230	18	114	5
231	18	115	6
232	18	116	6
233	18	117	6
234	18	118	6
235	31	0	2
236	31	119	2
237	31	120	2
238	31	121	2
239	32	122	2
240	32	123	3
241	27	124	2
242	27	125	2
243	27	126	2
244	33	127	2
245	27	128	2
246	27	129	2
247	27	130	37
248	33	131	37
249	27	132	11
250	27	133	11
251	27	134	2
252	27	135	2
253	27	136	2
254	27	137	2
255	11	138	12
256	11	139	12
257	11	140	12
258	34	141	3
259	29	142	12
260	29	143	12
261	29	23	12
262	29	89	12
263	29	144	12
264	29	9	12
265	35	89	12
266	35	144	12
267	35	13	12
268	35	145	12
269	35	11	12
270	35	12	12
271	35	146	3
272	35	147	3
273	35	148	3
274	36	11	12
275	37	1	12
276	38	149	12
277	39	150	12
278	37	9	12
279	3	151	3
280	24	152	2
281	24	153	2
282	24	154	2
283	24	5	58
284	24	153	58
285	40	155	3
286	41	85	2
287	41	156	2
288	41	157	2
289	41	158	2
290	41	159	2
291	41	160	2
292	41	161	2
293	41	162	2
294	42	163	3
295	43	163	3
296	23	11	2
297	23	81	2
298	23	164	2
299	23	165	2
300	23	13	2
301	44	166	3
302	44	167	3
303	45	168	3
304	46	85	2
305	46	169	2
306	46	170	2
307	46	171	2
308	46	172	2
309	46	159	2
310	18	173	12
311	18	174	12
312	18	175	12
313	18	176	12
314	18	177	12
315	18	116	12
316	47	152	2
317	47	178	2
318	47	179	2
319	47	180	2
320	48	181	12
321	48	182	12
322	48	183	12
323	48	184	12
324	48	152	2
325	48	178	2
326	48	179	2
327	48	180	2
328	18	185	15
329	49	14	2
330	18	186	3
331	50	187	3
332	50	188	3
333	51	13	12
334	52	2	12
335	18	114	12
336	18	189	12
337	18	114	7
338	25	190	37
339	18	191	3
340	18	191	3
341	18	192	3
342	18	193	2
343	18	115	2
344	18	115	58
